H2SO4,HNO3,HCl,NH3,NO,NO2,NO3,N2O5,HONO,HNO4,O3,O1D,O3P,OH,HO2,H2O2,CO,SO2,CH4,C2H6,CH3O2,ETHP,HCHO,CH3OH,ANOL,CH3OOH,ETHOOH,ALD2,HCOOH,RCOOH,C2O3,PAN,ARO1,ARO2,ALK1,OLE1,API1,API2,LIM1,LIM2,PAR,AONE,MGLY,ETH,OLET,OLEI,TOL,XYL,CRES,TO2,CRO,OPEN,ONIT,ROOH,RO2,ANO2,NAP,XO2,XPAR,ISOP,ISOPRD,ISOPP,ISOPN,ISOPO2,API,LIM,DMS,MSA,DMSO,DMSO2,CH3SO2H,CH3SCH2OO,CH3SO2,CH3SO3,CH3SO2OO,CH3SO2CH2OO,SULFHOX,Num,DpgN,Sigmag,JHyst,Water,SO4,PNO3,Cl,NH4,PMSA,Aro1,Aro2,Alk1,Ole1,PApi1,PApi2,Lim1,Lim2,CO3,Na,Ca,Oin,OC,BC
0.00009,5,15,4,0.0000002,9,0.001,0.008,0.09,0.04,44,0,0,0.000002,0.01,4,200,8,1849,1,0.01,0.004,28,3.5,14.9,1.69,1.1,35,0.3,2,0.0028,14,0.03,1,0.003,0.003,0.003,0.1,0.01,0.07,0.00006,16,13,9.6,8.5,0.5,49,47,0.029,4,0.000006,6.1,20.3,9,0.003,0.001,0.006,0.016,13,3.2,8.7,0.003,0.009,0.001,0.85,0.1,0.04,0.0000002,0.04,0.05,0.05,0.01,0.0000004,0.00000007,0.000001,0.01,0.05,30,4.5,1,0,0.00000004,1,1.3,0.2,1.6,1,1.4,1.3,1.4,1.4,1.2,1.2,1.2,1.2,0,1,1,1,1,1
